brand,fuel_type,engine_size,horsepower,price,city_mpg,highway_mpg,num_doors,body_style,drive_wheels,curb_weight
Hyundai,diesel,2.3,169,31056,26,36,4,hardtop,fwd,2569
Audi,gas,2.5,201,40799,15,24,4,wagon,fwd,3013
Mazda,gas,2.5,91,28536,29,36,2,wagon,4wd,2255
Volkswagen,diesel,3.1,146,46949,32,38,2,hardtop,4wd,3333
Mitsubishi,diesel,2.2,73,45381,27,37,2,hatchback,rwd,2872
Volkswagen,diesel,3.5,221,11645,32,41,2,sedan,fwd,2158
Volkswagen,gas,2.6,221,17309,22,25,2,hatchback,fwd,2016
Dodge,diesel,3.0,213,22903,21,25,4,sedan,rwd,3269
Mercedes-Benz,gas,2.7,183,32514,34,44,2,sedan,4wd,1673
Chevrolet,diesel,1.7,183,20242,27,33,4,wagon,4wd,3768
Mercedes-Benz,diesel,2.8,71,13907,15,20,2,hardtop,rwd,2615
Dodge,gas,3.1,226,10103,31,37,2,sedan,rwd,3787
Hyundai,gas,2.4,201,29098,28,32,4,hatchback,4wd,1683
Volkswagen,diesel,3.4,150,27540,24,28,2,wagon,fwd,2142
Toyota,diesel,2.3,70,44965,19,29,2,sedan,4wd,3209
Renault,gas,3.4,188,24051,22,26,4,hardtop,rwd,3040
Mercedes-Benz,gas,2.4,114,30206,30,36,2,hardtop,4wd,1822
Subaru,diesel,2.5,151,40788,34,44,4,wagon,rwd,1517
Peugeot,gas,1.7,143,9541,34,42,2,hatchback,4wd,2553
Toyota,diesel,2.4,199,46074,28,31,2,sedan,rwd,2155
Mercedes-Benz,gas,2.8,166,12584,16,22,4,hatchback,4wd,2942
Saab,gas,2.5,121,23297,22,29,4,wagon,fwd,2332
Porsche,gas,2.1,239,17699,34,38,2,hatchback,rwd,3015
Honda,diesel,1.7,80,33854,23,26,4,hatchback,rwd,2747
Saab,diesel,1.8,200,48099,19,29,4,sedan,fwd,3723
Porsche,diesel,3.5,158,15181,15,20,2,hardtop,4wd,2642
Mercedes-Benz,diesel,1.6,164,13743,22,31,2,wagon,rwd,2298
Ford,diesel,2.2,117,37367,26,34,2,hardtop,rwd,2346
Subaru,diesel,3.1,189,28865,32,37,2,wagon,fwd,3306
Mazda,gas,2.3,106,38259,25,33,2,wagon,4wd,3673
Audi,gas,2.8,141,41063,33,40,2,wagon,rwd,3763
Honda,gas,3.5,81,37992,31,35,2,hatchback,fwd,1814
Renault,diesel,2.3,88,14717,28,38,2,sedan,4wd,2602
Toyota,gas,1.9,235,42223,29,39,4,hardtop,4wd,2086
Subaru,diesel,1.7,209,32305,17,27,4,hatchback,4wd,3743
Chevrolet,diesel,2.4,179,40479,30,33,4,sedan,fwd,3295
Volkswagen,diesel,1.6,188,39300,16,21,4,hardtop,rwd,1934
Subaru,diesel,2.9,191,44521,18,27,4,wagon,fwd,3460
Nissan,gas,3.3,178,31018,21,29,2,wagon,4wd,1721
Mitsubishi,diesel,2.9,168,35181,18,26,4,hatchback,4wd,2505
Hyundai,gas,3.2,218,27422,16,19,4,sedan,rwd,1835
Peugeot,gas,2.2,89,46415,27,34,2,sedan,4wd,3237
Ford,diesel,2.3,120,19045,23,33,2,hatchback,fwd,2448
Toyota,gas,1.6,201,35997,30,33,4,hardtop,4wd,3214
Mitsubishi,diesel,2.1,78,19193,32,41,4,hatchback,rwd,2409
Peugeot,gas,2.6,96,43656,19,28,4,hatchback,fwd,3661
Chevrolet,diesel,3.2,202,39705,21,24,4,sedan,4wd,3554
Toyota,diesel,2.1,225,27286,21,30,2,wagon,rwd,3417
BMW,gas,3.0,87,20395,24,33,4,sedan,fwd,2759
Dodge,gas,1.9,215,25336,27,30,4,wagon,4wd,2117
Subaru,diesel,1.6,172,44838,19,29,2,wagon,4wd,2192
Audi,diesel,1.6,164,38809,23,32,4,sedan,rwd,2525
Volkswagen,diesel,2.3,163,35402,20,25,4,wagon,fwd,3407
Hyundai,gas,2.8,183,30860,22,25,2,hatchback,fwd,3198
Audi,diesel,1.8,97,19587,27,36,2,wagon,rwd,2521
Nissan,gas,3.2,87,7318,24,28,2,hatchback,4wd,2935
Subaru,gas,2.3,248,44569,23,30,2,sedan,4wd,3924
Mitsubishi,diesel,1.8,116,25183,17,23,2,wagon,rwd,3180
Renault,diesel,2.1,216,45338,26,34,4,sedan,rwd,3552
Saab,diesel,3.3,144,22601,15,24,2,wagon,4wd,2538
Ford,gas,2.2,205,11115,23,26,2,hardtop,fwd,2884
Honda,gas,2.5,214,5041,27,37,2,hatchback,fwd,2569
Hyundai,gas,3.4,187,44040,33,42,2,wagon,4wd,1838
Hyundai,diesel,3.3,190,36644,22,31,2,sedan,rwd,3807
Mercedes-Benz,gas,2.3,143,10976,25,28,2,hatchback,rwd,2885
Honda,diesel,1.8,117,18287,19,29,2,hardtop,rwd,1745
Hyundai,diesel,3.2,191,46074,18,22,2,hatchback,4wd,2451
Plymouth,gas,2.1,148,8450,15,24,4,hardtop,4wd,1840
Chevrolet,gas,3.0,198,30023,28,35,2,hatchback,4wd,1664
Subaru,diesel,2.7,159,9364,34,38,2,hardtop,rwd,1787
Saab,diesel,2.0,188,30023,15,18,2,hardtop,rwd,3253
Plymouth,gas,2.9,205,17136,27,34,4,hardtop,rwd,3660
BMW,gas,3.0,233,31289,20,24,4,hardtop,4wd,2261
Mitsubishi,diesel,2.6,77,21059,22,27,4,hatchback,4wd,3140
Hyundai,diesel,1.8,138,7227,28,35,2,wagon,fwd,2093
Plymouth,gas,2.0,141,34435,16,24,2,wagon,4wd,3950
Mitsubishi,diesel,3.4,148,35283,32,36,2,hardtop,4wd,2681
Plymouth,diesel,3.1,138,14682,28,35,2,wagon,rwd,2366
Chevrolet,diesel,3.4,92,27046,31,35,2,sedan,4wd,2263
Volvo,gas,1.7,98,10883,29,38,4,sedan,4wd,3221
Peugeot,gas,3.3,133,47765,22,29,2,sedan,rwd,3636
Toyota,gas,2.9,143,9737,22,27,2,wagon,rwd,3892
Honda,gas,1.6,242,26992,26,33,2,wagon,fwd,2413
Plymouth,gas,1.6,197,31355,30,34,2,sedan,fwd,3622
Nissan,gas,3.1,171,45876,30,33,2,wagon,rwd,2330
Plymouth,diesel,2.5,77,44142,24,34,2,wagon,fwd,3093
Chevrolet,gas,2.2,221,39293,29,35,2,hardtop,4wd,2645
Saab,diesel,2.3,144,10915,17,21,4,wagon,rwd,2197
Plymouth,diesel,2.4,148,36113,19,22,2,hatchback,fwd,3295
Renault,gas,2.9,194,12322,34,42,2,wagon,4wd,1574
Renault,gas,1.5,82,29171,23,31,4,wagon,fwd,1918
Peugeot,diesel,2.3,114,12601,21,26,4,hatchback,rwd,1542
Mitsubishi,gas,1.5,239,15539,26,29,2,hardtop,4wd,2648
Volkswagen,diesel,2.6,221,27076,23,26,2,hatchback,rwd,2735
Subaru,gas,1.7,118,30827,23,26,2,hardtop,fwd,2328
Mazda,gas,2.5,73,19467,29,38,4,sedan,fwd,3113
Honda,gas,1.5,250,8032,18,28,4,hardtop,rwd,2996
Mercedes-Benz,gas,1.6,228,41241,29,34,4,hardtop,rwd,3088
Honda,gas,2.9,146,43772,17,23,4,hatchback,4wd,2738
Mercedes-Benz,diesel,2.7,208,38051,15,20,4,sedan,rwd,3462
Audi,diesel,1.9,192,19439,20,24,4,hatchback,4wd,3629
Mazda,diesel,2.7,129,38425,35,43,2,sedan,rwd,2307
Peugeot,gas,3.4,82,26438,32,35,2,wagon,4wd,3942
Audi,diesel,2.4,244,7287,19,22,4,sedan,4wd,2426
Hyundai,diesel,3.2,186,18620,23,33,4,hardtop,rwd,1923
Chevrolet,diesel,3.2,237,14221,25,31,4,hatchback,rwd,2799
Subaru,diesel,3.5,238,8625,28,37,4,hardtop,fwd,2909
Volkswagen,diesel,1.4,206,9038,32,36,2,sedan,rwd,2525
Audi,gas,3.2,238,18060,32,36,2,sedan,fwd,2947
Mercedes-Benz,gas,1.8,193,30221,28,34,4,sedan,fwd,3090
Ford,diesel,1.7,167,11143,32,40,4,wagon,rwd,2126
Mazda,gas,1.6,225,35448,15,25,4,wagon,rwd,1775
Honda,diesel,1.9,241,15271,23,30,2,hatchback,4wd,1839
Audi,diesel,3.2,137,49484,24,32,4,hatchback,fwd,2447
Subaru,diesel,2.2,244,35696,23,32,4,hardtop,fwd,2530
Ford,gas,1.6,151,12048,25,29,2,wagon,rwd,1678
Ford,diesel,2.6,191,37854,31,38,4,hardtop,4wd,2359
Volkswagen,gas,3.3,165,22992,34,37,4,hardtop,4wd,3939
Peugeot,gas,1.5,164,47892,28,35,2,sedan,4wd,2977
Volvo,diesel,2.8,179,5957,27,35,4,wagon,rwd,1910
Volkswagen,diesel,2.9,97,31888,26,30,4,sedan,fwd,1911
Nissan,diesel,1.5,167,14888,35,39,4,sedan,4wd,3664
Volvo,gas,2.2,89,36638,31,34,4,hatchback,4wd,1506
Mercedes-Benz,diesel,1.7,79,13337,17,22,4,sedan,fwd,3561
Renault,gas,2.4,125,19725,26,33,4,sedan,fwd,2403
Dodge,gas,1.6,237,13103,35,44,4,hardtop,4wd,1950
Renault,gas,2.5,225,12049,26,30,2,sedan,4wd,3308
Hyundai,diesel,2.6,211,9044,18,22,2,wagon,rwd,2329
Toyota,diesel,2.1,102,22805,26,34,2,hatchback,4wd,3787
Porsche,diesel,1.5,70,24436,35,41,4,hardtop,fwd,2563
Nissan,gas,2.9,130,44447,33,36,4,hatchback,fwd,1993
Renault,diesel,3.0,118,17294,16,20,4,wagon,4wd,3546
Mitsubishi,diesel,3.0,199,48272,17,25,2,hatchback,4wd,2360
Toyota,diesel,2.3,91,43953,23,29,4,hatchback,fwd,2538
BMW,diesel,3.1,181,23313,21,29,4,wagon,rwd,3250
Saab,diesel,2.9,161,25086,17,23,2,sedan,rwd,2622
Nissan,gas,2.8,225,16473,15,18,2,hatchback,rwd,2065
Plymouth,diesel,2.3,146,21480,30,37,2,wagon,fwd,1904
Saab,gas,1.8,172,8542,29,37,4,hardtop,fwd,1574
Porsche,gas,1.6,232,45202,22,25,2,sedan,4wd,2744
Hyundai,diesel,2.3,250,40540,34,44,4,wagon,rwd,1918
Dodge,diesel,3.2,124,35293,18,25,2,wagon,4wd,3846
Renault,gas,2.8,215,45200,23,33,4,wagon,4wd,2478
Saab,gas,1.7,177,30103,21,28,4,wagon,fwd,3406
Mercedes-Benz,gas,1.5,132,48845,15,21,2,hatchback,rwd,2907
Porsche,diesel,3.3,210,5545,28,32,4,hardtop,fwd,2482
Renault,gas,2.7,110,27896,31,38,2,wagon,fwd,3373
Chevrolet,diesel,2.9,106,26363,31,41,2,sedan,fwd,2877
Ford,diesel,2.0,211,22278,26,29,4,wagon,4wd,1617
Chevrolet,gas,1.6,206,44745,23,28,2,hatchback,4wd,1598
Plymouth,diesel,1.5,211,27012,23,30,4,hardtop,rwd,2062
Renault,gas,1.5,225,44950,28,38,2,wagon,fwd,2533
Audi,gas,2.0,207,41118,15,20,4,wagon,4wd,2802
Dodge,gas,3.2,166,15722,20,30,4,hatchback,rwd,3565
Plymouth,gas,2.2,141,44652,17,21,4,wagon,rwd,2192
Saab,diesel,1.7,121,16057,22,25,2,wagon,4wd,3697
BMW,gas,2.4,121,28619,15,21,4,hatchback,4wd,3580
Renault,diesel,2.1,156,48635,21,27,2,hatchback,rwd,3802
Plymouth,diesel,3.2,163,40110,20,25,4,hatchback,4wd,3061
Volkswagen,diesel,2.5,111,9027,15,20,4,hardtop,4wd,3559
Peugeot,diesel,2.6,147,43595,18,27,4,hardtop,rwd,3894
Peugeot,diesel,2.8,112,38421,30,35,4,wagon,4wd,2773
Volkswagen,diesel,2.7,156,18311,27,35,4,hatchback,4wd,2439
Ford,gas,2.0,244,49735,29,35,4,hardtop,4wd,3432
Mitsubishi,gas,1.8,211,22830,19,22,2,sedan,fwd,1583
Hyundai,gas,2.4,123,29475,26,29,4,hardtop,4wd,1832
Renault,diesel,3.2,186,22172,25,33,2,hatchback,4wd,3879
BMW,gas,3.0,103,10675,26,31,4,hardtop,rwd,2172
Peugeot,diesel,1.6,114,32828,15,23,2,wagon,4wd,2669
Ford,gas,3.3,218,29969,15,21,2,sedan,4wd,2775
Renault,gas,2.6,217,37758,15,19,2,hardtop,4wd,3304
Dodge,gas,2.6,237,46918,16,26,4,hardtop,rwd,2772
Nissan,diesel,3.3,208,39376,32,40,4,hardtop,fwd,3159
Chevrolet,gas,1.8,179,17345,31,34,2,hatchback,fwd,2622
Mazda,diesel,2.2,174,45527,18,25,2,hatchback,fwd,1728
Plymouth,gas,2.2,167,32127,32,37,2,hatchback,rwd,1727
Mercedes-Benz,diesel,3.3,99,45451,26,29,2,hardtop,fwd,3618
BMW,gas,1.9,102,34618,22,27,4,hardtop,rwd,3178
Honda,gas,1.7,109,36545,31,39,2,wagon,rwd,3780
Volvo,diesel,2.3,232,33870,27,35,2,wagon,4wd,1777
Hyundai,gas,3.2,109,34374,20,23,4,hardtop,4wd,3897
Plymouth,gas,2.0,127,24071,19,22,2,hardtop,rwd,3937
Saab,diesel,2.6,95,40081,25,29,4,hardtop,4wd,2285
Honda,gas,1.8,133,15312,19,24,4,hardtop,fwd,3256
Renault,gas,1.5,178,44060,18,28,2,sedan,rwd,1810
Volvo,gas,3.4,90,45961,19,25,2,wagon,rwd,3139
Volvo,gas,2.3,218,15147,23,27,2,sedan,fwd,1857
Dodge,diesel,2.0,92,42802,19,22,4,wagon,fwd,1688
Toyota,gas,2.5,173,9086,27,30,2,sedan,rwd,2618
Chevrolet,diesel,2.3,214,18418,16,25,2,sedan,rwd,3986
Peugeot,gas,2.6,117,35266,19,25,4,wagon,rwd,3617
Renault,gas,1.5,174,14464,28,31,4,hatchback,fwd,2333
Mitsubishi,gas,3.0,213,15996,19,22,2,hatchback,rwd,2966
Volkswagen,gas,3.2,93,8834,20,25,2,hardtop,rwd,3103
Mitsubishi,gas,2.3,235,5076,16,19,4,hardtop,4wd,3357
Mazda,gas,3.2,113,30727,15,22,2,hatchback,4wd,1658
Mazda,diesel,2.6,230,30664,15,20,2,sedan,rwd,3058
Toyota,gas,2.6,128,11790,22,30,4,wagon,4wd,3896
Mitsubishi,diesel,1.6,158,37198,20,29,4,sedan,fwd,1581
Audi,diesel,2.6,133,32286,28,38,4,hatchback,4wd,2034
Peugeot,gas,2.8,93,24316,29,35,2,sedan,fwd,2776
Porsche,diesel,1.7,168,16021,30,35,2,hardtop,rwd,2959
Saab,gas,2.4,114,38982,15,22,2,hatchback,4wd,3143
Plymouth,gas,2.8,167,36992,25,35,4,hardtop,4wd,3831
Subaru,gas,1.8,109,28637,25,33,2,sedan,rwd,2086
Saab,gas,2.4,114,34677,22,29,4,wagon,rwd,3345
Volvo,gas,3.3,177,11006,16,19,4,sedan,fwd,3699
Toyota,diesel,3.0,205,30628,28,35,4,wagon,rwd,3140
Nissan,diesel,2.1,130,33505,33,42,4,wagon,4wd,3286
Toyota,gas,2.3,132,25750,30,34,2,hatchback,4wd,2908
Mazda,gas,3.4,247,28043,16,25,4,sedan,rwd,3573
Porsche,gas,2.0,172,10109,27,31,2,sedan,fwd,1824
Saab,diesel,3.1,155,47997,28,32,2,hardtop,4wd,2037
Subaru,diesel,2.8,70,18639,17,25,2,hatchback,fwd,1860
Volkswagen,diesel,1.5,162,24227,31,40,2,wagon,4wd,4000
Honda,diesel,1.5,244,9272,31,34,4,wagon,fwd,2945
Mercedes-Benz,gas,1.5,105,10447,18,23,2,hatchback,fwd,3954
Renault,diesel,2.5,194,24134,24,30,4,hardtop,rwd,1887
Ford,gas,2.7,247,32615,15,21,4,hardtop,rwd,1609
Ford,gas,3.2,181,32229,21,26,2,hatchback,fwd,1502
Renault,gas,2.5,220,36831,15,19,4,hardtop,4wd,2961
Audi,gas,2.3,219,15921,17,27,4,hardtop,4wd,3359
Mercedes-Benz,gas,1.9,233,28185,33,41,4,wagon,rwd,2987
Peugeot,diesel,1.7,231,34491,20,24,2,hardtop,fwd,2573
Mazda,diesel,2.9,163,6948,18,27,4,wagon,fwd,1659
Mitsubishi,gas,2.3,77,8655,15,20,4,wagon,fwd,2178
Subaru,diesel,1.6,77,39445,28,34,2,hardtop,fwd,3964
Audi,gas,2.7,91,16903,22,30,4,hatchback,4wd,3571
Audi,gas,2.8,74,32842,15,24,4,wagon,fwd,2158
Toyota,diesel,2.1,147,21401,26,34,4,sedan,4wd,2231
Dodge,diesel,3.1,142,19920,31,35,4,hardtop,rwd,3659
Ford,gas,2.2,221,10642,17,23,2,hardtop,fwd,2272
Volvo,diesel,2.2,124,14352,30,40,2,wagon,4wd,3626
Volkswagen,gas,2.4,92,6682,15,21,2,hardtop,4wd,2316
Hyundai,gas,2.1,250,31365,29,33,2,sedan,rwd,3175
Mazda,gas,1.4,142,42036,20,24,4,hardtop,rwd,2520
Honda,diesel,2.8,143,15615,22,26,2,wagon,4wd,3824
Volkswagen,gas,2.0,197,12574,34,37,2,sedan,fwd,1750
Plymouth,diesel,2.7,247,19728,21,27,2,sedan,4wd,3658
Renault,diesel,3.1,224,33913,32,38,4,hardtop,fwd,2433
Honda,diesel,2.4,248,21143,20,29,4,hardtop,4wd,2121
Hyundai,diesel,2.2,108,37764,17,25,2,hatchback,rwd,3519
Ford,diesel,3.2,166,25507,21,31,2,hatchback,fwd,2553
Mazda,diesel,1.4,247,16535,30,38,2,hardtop,fwd,3599
Mercedes-Benz,diesel,3.2,198,12440,26,30,4,hatchback,fwd,3287
Dodge,diesel,3.2,246,17868,25,31,4,sedan,fwd,1809
Mercedes-Benz,gas,3.1,123,8157,24,31,4,wagon,4wd,2885
Peugeot,gas,2.2,85,40741,30,35,4,hatchback,rwd,2077
Mercedes-Benz,gas,3.3,129,7648,24,30,2,wagon,4wd,3936
Plymouth,diesel,2.0,204,37036,30,33,2,hatchback,4wd,2500
Dodge,gas,2.7,218,37577,29,34,4,hardtop,rwd,3103
Plymouth,gas,3.1,133,23868,29,39,4,hatchback,rwd,3762
Nissan,gas,3.0,214,34051,19,25,4,hardtop,fwd,3220
Hyundai,diesel,2.1,246,5331,32,36,4,wagon,fwd,3948
Mazda,diesel,1.5,72,14880,17,23,4,sedan,4wd,1918
BMW,gas,2.3,83,27814,31,38,4,hatchback,fwd,3721
Volkswagen,diesel,2.7,120,26579,21,30,2,hardtop,4wd,1616
Volkswagen,gas,3.1,222,36984,24,27,2,hatchback,rwd,3921
Hyundai,diesel,3.4,119,40731,28,31,2,sedan,rwd,1639
BMW,diesel,3.3,148,47115,33,39,2,sedan,rwd,1515
Plymouth,gas,2.2,245,13147,22,28,2,sedan,rwd,3806
Porsche,diesel,2.3,219,31676,33,43,2,hatchback,fwd,3623
Hyundai,diesel,2.1,74,11518,34,41,2,wagon,rwd,3203
Nissan,gas,1.9,154,42152,28,32,2,sedan,4wd,1743
BMW,diesel,1.4,113,35868,32,39,4,sedan,rwd,2706
Nissan,diesel,1.6,148,11697,24,29,4,wagon,fwd,2701
Subaru,gas,3.0,95,6206,29,36,2,wagon,rwd,2903
Volvo,gas,1.5,108,6622,23,28,4,hatchback,fwd,2364
Saab,gas,2.5,211,5369,27,37,2,wagon,fwd,3312
Chevrolet,gas,1.7,247,5261,31,34,2,hatchback,4wd,1892
Mitsubishi,diesel,2.4,106,28418,35,45,2,wagon,rwd,2584
Honda,diesel,3.0,113,25846,17,23,2,hatchback,fwd,1555
BMW,gas,1.6,113,24070,23,28,2,hardtop,rwd,2003
Volkswagen,diesel,3.0,78,6692,20,29,2,hardtop,4wd,2406
Saab,gas,1.8,204,21154,31,36,2,hardtop,fwd,3440
Mitsubishi,gas,3.3,170,37544,21,30,2,hardtop,fwd,1511
Toyota,diesel,1.9,104,20669,23,27,4,hatchback,4wd,3949
Saab,diesel,1.5,144,16960,34,42,4,sedan,4wd,3758
Plymouth,gas,2.2,191,18626,23,30,4,wagon,fwd,3839
Plymouth,gas,2.6,123,49884,35,39,2,sedan,fwd,3142
Ford,gas,3.2,84,26480,22,27,4,sedan,fwd,3812
Subaru,diesel,2.1,132,28719,30,34,4,hardtop,fwd,1702
Mercedes-Benz,diesel,1.5,163,37611,17,26,2,hatchback,4wd,3857
Dodge,diesel,2.3,156,41026,25,33,2,sedan,fwd,2815
Toyota,gas,2.3,165,27699,32,39,2,sedan,4wd,2191
Mazda,gas,2.7,119,10830,30,40,4,wagon,rwd,1882
Toyota,gas,2.3,106,47852,15,25,2,wagon,4wd,1825
Honda,diesel,2.1,214,11724,27,32,4,hardtop,rwd,3278
Volvo,gas,3.3,160,27801,29,33,4,hatchback,fwd,3266
Mitsubishi,diesel,2.4,114,20126,32,37,4,hardtop,rwd,3640
Porsche,gas,2.9,151,42897,24,27,4,hatchback,rwd,3816
Plymouth,gas,1.7,85,24098,21,25,4,hardtop,rwd,2593
Subaru,diesel,3.0,99,37754,21,25,2,sedan,rwd,2405
Toyota,gas,3.4,94,19286,34,38,2,sedan,4wd,1745
Dodge,gas,2.8,166,12427,21,31,2,wagon,fwd,3929
Honda,diesel,2.5,181,8687,28,34,4,hardtop,4wd,1658
Porsche,diesel,2.3,244,18895,31,37,2,wagon,rwd,2146
Renault,gas,2.7,91,15822,19,28,4,hatchback,4wd,2668
Hyundai,gas,2.3,89,40798,30,36,2,wagon,fwd,2134
Hyundai,gas,2.7,170,19990,31,36,2,wagon,rwd,2038
Ford,diesel,2.0,214,42532,34,37,4,hardtop,rwd,3955
Hyundai,gas,2.8,74,24718,21,26,2,hatchback,4wd,3858
Nissan,diesel,1.7,221,32920,31,41,4,hardtop,4wd,3198
Peugeot,diesel,2.6,77,17621,33,39,4,sedan,rwd,3768
Renault,diesel,2.5,164,30501,19,22,4,hatchback,fwd,1869
Volkswagen,gas,2.0,226,32559,17,22,2,hardtop,fwd,3285
Nissan,gas,1.5,249,10999,35,38,4,sedan,rwd,3782
Volkswagen,gas,3.1,229,8454,24,34,2,hardtop,4wd,3893
Chevrolet,gas,1.5,83,49461,28,34,4,hardtop,4wd,1732
Chevrolet,diesel,2.9,131,17723,30,39,2,wagon,rwd,1910
Dodge,diesel,2.1,187,46276,16,24,4,hardtop,4wd,2256
Peugeot,gas,2.1,191,18968,34,41,2,sedan,fwd,3938
Mazda,diesel,2.4,198,36679,26,29,4,hardtop,fwd,3380
Volkswagen,diesel,2.6,238,12557,22,26,2,hatchback,rwd,2135
Saab,gas,2.6,153,39220,15,20,2,hardtop,fwd,2543
Porsche,diesel,3.3,183,44197,30,34,2,wagon,rwd,3823
Hyundai,diesel,2.0,237,40731,33,39,2,sedan,rwd,2224
Audi,diesel,2.9,123,32250,23,33,2,sedan,rwd,2755
Toyota,diesel,2.7,249,44760,30,40,4,hardtop,4wd,2432
Dodge,diesel,1.9,145,9052,27,34,2,hardtop,fwd,3329
Mercedes-Benz,diesel,2.5,116,42889,26,33,2,hardtop,4wd,3205
Peugeot,diesel,1.6,207,11022,31,39,4,sedan,4wd,1768
Volvo,gas,1.6,100,43292,29,37,4,sedan,fwd,1652
BMW,gas,1.9,151,20633,27,32,2,hardtop,rwd,1893
Mazda,diesel,3.3,153,16987,32,36,4,sedan,4wd,2467
Honda,gas,2.3,126,7594,19,25,2,wagon,4wd,1987
Peugeot,gas,2.0,82,17996,18,21,4,hatchback,4wd,2523
Toyota,gas,2.9,157,25924,27,32,4,hardtop,rwd,2152
Audi,diesel,2.3,154,21126,20,23,2,hardtop,rwd,3225
Porsche,diesel,2.4,129,13246,15,18,2,wagon,rwd,1995
Porsche,diesel,3.1,235,46434,27,32,2,hardtop,4wd,2185
Subaru,gas,2.9,126,24359,27,32,4,hardtop,fwd,3945
Peugeot,diesel,2.2,94,24623,28,34,4,hatchback,4wd,2087
Peugeot,gas,2.1,184,34607,34,44,4,wagon,fwd,2033
Mitsubishi,gas,3.0,79,29363,21,29,2,wagon,rwd,3288
Toyota,gas,2.0,204,33621,31,40,2,hardtop,4wd,1942
Subaru,gas,2.0,156,43381,25,29,4,hardtop,4wd,2512
Subaru,diesel,1.5,90,17358,19,28,4,wagon,fwd,1811
Nissan,gas,1.9,245,29975,26,32,2,hatchback,fwd,2598
Audi,gas,2.6,81,11565,29,39,4,hatchback,4wd,2653
Porsche,diesel,3.3,167,33766,27,33,2,hatchback,fwd,1620
Renault,diesel,2.6,104,41308,29,33,4,hardtop,4wd,3289
Honda,diesel,1.9,249,38483,24,29,4,hatchback,rwd,2182
Porsche,diesel,2.1,142,28168,30,34,4,sedan,rwd,3522
Plymouth,gas,3.4,97,41433,15,23,4,hatchback,rwd,2394
Porsche,diesel,3.4,223,12298,17,27,4,wagon,4wd,3972
Volvo,gas,2.1,188,25643,16,24,4,wagon,fwd,3380
Subaru,diesel,2.2,172,33794,29,32,2,hatchback,4wd,3463
Dodge,gas,2.3,206,45391,22,27,2,hardtop,4wd,2832
BMW,gas,3.2,238,9511,15,18,2,sedan,4wd,3748
Ford,diesel,3.2,131,39423,23,28,2,sedan,fwd,2298
Plymouth,diesel,2.1,229,8445,21,30,2,wagon,rwd,1969
Mitsubishi,gas,3.1,207,37183,24,30,2,sedan,4wd,3447
Mazda,gas,3.0,202,43957,27,34,2,wagon,rwd,3351
Plymouth,diesel,2.9,201,15846,23,28,2,sedan,fwd,2857
Porsche,gas,2.8,232,21418,19,27,4,hardtop,4wd,3888
Subaru,gas,2.9,179,40030,21,29,4,hardtop,rwd,2291
Dodge,diesel,3.4,113,45004,29,33,4,hatchback,rwd,2555
Toyota,gas,1.7,248,9392,31,38,2,sedan,fwd,3616
Volkswagen,diesel,1.4,162,34911,35,42,2,wagon,fwd,3205
Ford,gas,2.0,218,16010,20,27,4,hardtop,fwd,1567
Porsche,diesel,1.5,229,22961,26,34,4,wagon,fwd,2434
Subaru,diesel,2.5,173,17674,27,31,4,wagon,fwd,2905
Nissan,diesel,2.9,184,22592,25,34,2,sedan,4wd,3913
Mercedes-Benz,diesel,2.2,108,48063,24,32,4,sedan,rwd,2472
Saab,diesel,3.2,156,22220,32,42,4,sedan,rwd,3474
Renault,gas,1.9,146,48988,20,26,4,hatchback,4wd,2652
Honda,diesel,2.2,141,49899,22,30,2,sedan,fwd,2142
Hyundai,diesel,2.7,189,14936,30,36,4,hatchback,fwd,2682
Mitsubishi,gas,2.4,120,31251,33,39,4,wagon,4wd,1916
Subaru,gas,1.5,92,42474,29,36,2,wagon,fwd,2663
Audi,gas,2.9,175,31218,29,32,2,hardtop,fwd,3224
Chevrolet,gas,3.0,104,29108,35,38,2,hardtop,fwd,3415
Dodge,diesel,3.3,176,7921,17,24,4,sedan,rwd,1811
Subaru,gas,1.7,128,7079,22,30,4,hardtop,fwd,2223
Plymouth,diesel,1.7,195,48559,18,27,2,hatchback,fwd,2662
Nissan,gas,3.2,118,30286,29,37,2,hatchback,fwd,2935
Porsche,gas,3.2,102,18316,32,40,4,hardtop,fwd,3132
Porsche,gas,1.6,83,28902,25,32,2,hatchback,4wd,2001
Mercedes-Benz,gas,3.5,75,17420,30,34,4,hardtop,fwd,2308
Nissan,diesel,3.4,106,32254,31,35,4,hatchback,fwd,2771
Mercedes-Benz,gas,1.6,91,39542,31,41,4,hardtop,rwd,1908
Plymouth,gas,2.1,202,16284,28,36,4,sedan,4wd,2020
Chevrolet,gas,3.1,174,11297,28,37,2,wagon,rwd,3370
BMW,gas,2.6,100,23357,27,35,2,hatchback,rwd,3685
Audi,diesel,3.2,70,28014,29,39,4,hardtop,fwd,2993
Plymouth,diesel,2.1,95,48702,27,34,4,hardtop,fwd,3189
Audi,gas,2.6,115,32246,25,32,4,hardtop,rwd,1601
Mercedes-Benz,gas,2.4,217,24527,31,41,2,wagon,fwd,2676
Toyota,diesel,1.8,86,19025,29,38,2,hardtop,rwd,2450
Volkswagen,gas,3.0,243,38834,28,32,4,sedan,rwd,3719
Porsche,diesel,1.7,91,27967,23,33,4,sedan,fwd,1949
